Company,Date,PercentChange,previous_1,previous_2,previous_3,previous_4,previous_5,AverageTweet,AverageComment,DJChange,DJHigh,DJLow,VolumeTraded
$JPM,2018-11-27,0.8826765958225908,1.4296332139581938,-0.0843136028590574,-1.2748779282866296,-1.211515618367368,0.7911993032245155,0.01773385342857143,0.01371079894642857,0.011332643521439123,24673.29,24364.13,306280000
$JPM,2018-11-28,1.0382507813875574,0.8826765958225908,1.4296332139581938,-0.0843136028590574,-1.2748779282866296,-1.211515618367368,0.025126829864942538,0.0017449740981012657,0.007806728992361415,24750.73,24416.03,308250000
$JPM,2018-11-29,-0.19044081877720875,1.0382507813875574,0.8826765958225908,1.4296332139581938,-0.0843136028590574,-1.2748779282866296,0.045138751249999984,0.0091257120433526,0.021487272498836224,25368.93,24832.84,362160000
$JPM,2018-11-30,1.2198488720059837,-0.19044081877720875,1.0382507813875574,0.8826765958225908,1.4296332139581938,-0.0843136028590574,0.023801376551282,0.0,-0.00018979113111178972,25479.04,25202.79,305110000
$MCD,2018-11-26,0.8168890038503346,-0.32325859241101823,-0.26745563845174725,-1.0556317522525556,-0.5433068299862587,2.2288808380875342,0.03629067055319148,0.031233793222222223,-0.0020730264131096103,24408.8,24268.74,155940000
$MCD,2018-11-27,0.7091054594303735,0.8168890038503346,-0.32325859241101823,-0.26745563845174725,-1.0556317522525556,-0.5433068299862587,0.012771693228070178,0.017479969260416665,0.011332643521439123,24673.29,24364.13,306280000
$MCD,2018-11-28,1.0109183580535506,0.7091054594303735,0.8168890038503346,-0.32325859241101823,-0.26745563845174725,-1.0556317522525556,0.012688951616071427,0.017425262294642863,0.007806728992361415,24750.73,24416.03,308250000
$MCD,2018-11-29,-0.7655236496027771,1.0109183580535506,0.7091054594303735,0.8168890038503346,-0.32325859241101823,-0.26745563845174725,0.008807299726027396,-0.006635605977941177,0.021487272498836224,25368.93,24832.84,362160000
$MCD,2018-11-30,0.09026132114833854,-0.7655236496027771,1.0109183580535506,0.7091054594303735,0.8168890038503346,-0.32325859241101823,0.007886245614649684,0.0,-0.00018979113111178972,25479.04,25202.79,305110000
$MRK,2018-11-26,0.6000861320922011,0.7284512822539535,-0.1735147578685516,-1.6182125014667086,0.17055530219889115,1.7661222003648105,0.0,-0.125,-0.0020730264131096103,24408.8,24268.74,155940000
$MRK,2018-11-27,1.6917498977344043,0.6000861320922011,0.7284512822539535,-0.1735147578685516,-1.6182125014667086,0.17055530219889115,0.03440206973170731,-0.004397370882352949,0.011332643521439123,24673.29,24364.13,306280000
$MRK,2018-11-28,0.5598962084493554,1.6917498977344043,0.6000861320922011,0.7284512822539535,-0.1735147578685516,-1.6182125014667086,0.01132408205833333,-0.006934379928571429,0.007806728992361415,24750.73,24416.03,308250000
$MRK,2018-11-29,0.9327648632342859,0.5598962084493554,1.6917498977344043,0.6000861320922011,0.7284512822539535,-0.1735147578685516,0.014747578363354042,0.0330296301,0.021487272498836224,25368.93,24832.84,362160000
$MRK,2018-11-30,1.9270298953879013,0.9327648632342859,0.5598962084493554,1.6917498977344043,0.6000861320922011,0.7284512822539535,0.01101726410931175,0.0,-0.00018979113111178972,25479.04,25202.79,305110000
$MSFT,2018-11-26,1.6032066900448383,0.8808863091009262,-0.472970917940632,-0.08841253888705274,-3.3711960927802616,1.1299953901585942,0.0,0.0,-0.0020730264131096103,24408.8,24268.74,155940000
$MSFT,2018-11-27,0.8186720373240876,1.6032066900448383,0.8808863091009262,-0.472970917940632,-0.08841253888705274,-3.3711960927802616,0.0,0.058455433416666674,0.011332643521439123,24673.29,24364.13,306280000
$MSFT,2018-11-28,2.99379309964432,0.8186720373240876,1.6032066900448383,0.8808863091009262,-0.472970917940632,-0.08841253888705274,0.0,-0.13611111116666666,0.007806728992361415,24750.73,24416.03,308250000
$MSFT,2018-11-29,-0.1268914958080167,2.99379309964432,0.8186720373240876,1.6032066900448383,0.8808863091009262,-0.472970917940632,0.0,0.009109960289327791,0.021487272498836224,25368.93,24832.84,362160000
$MSFT,2018-11-30,0.17163725984119554,-0.1268914958080167,2.99379309964432,0.8186720373240876,1.6032066900448383,0.8808863091009262,0.0031131632130434773,0.0,-0.00018979113111178972,25479.04,25202.79,305110000
$NKE,2018-11-26,0.5114774195644095,-0.7772451967642474,0.5278578887189346,0.8937507474891131,-2.9053497488398086,1.328627574778356,0.02794807132954546,-0.03816817253333335,-0.0020730264131096103,24408.8,24268.74,155940000
$NKE,2018-11-27,-0.262870011919082,0.5114774195644095,-0.7772451967642474,0.5278578887189346,0.8937507474891131,-2.9053497488398086,0.023244672301886794,0.0705808080909091,0.011332643521439123,24673.29,24364.13,306280000
$NKE,2018-11-28,3.2641777465238766,-0.262870011919082,0.5114774195644095,-0.7772451967642474,0.5278578887189346,0.8937507474891131,0.0019719080833333347,-0.016615579666666668,0.007806728992361415,24750.73,24416.03,308250000
$NKE,2018-11-29,-0.4019333523727479,3.2641777465238766,-0.262870011919082,0.5114774195644095,-0.7772451967642474,0.5278578887189346,0.017770807394736843,0.02027173915,0.021487272498836224,25368.93,24832.84,362160000
$NKE,2018-11-30,1.2671912072514009,-0.4019333523727479,3.2641777465238766,-0.262870011919082,0.5114774195644095,-0.7772451967642474,0.02824854759230769,0.0,-0.00018979113111178972,25479.04,25202.79,305110000
$PFE,2018-11-26,0.04616910873630843,0.4423716492059523,-0.919543737652658,-1.0906602148209446,1.2838179436122663,0.9512757817341668,0.0,-0.033302952000000004,-0.0020730264131096103,24408.8,24268.74,155940000
$PFE,2018-11-27,2.013886380833407,0.04616910873630843,0.4423716492059523,-0.919543737652658,-1.0906602148209446,1.2838179436122663,0.0,0.030263157800000003,0.011332643521439123,24673.29,24364.13,306280000
$PFE,2018-11-28,1.3772874186997508,2.013886380833407,0.04616910873630843,0.4423716492059523,-0.919543737652658,-1.0906602148209446,0.024378254934782604,0.023894201961538464,0.007806728992361415,24750.73,24416.03,308250000
$PFE,2018-11-29,1.6756032799920568,1.3772874186997508,2.013886380833407,0.04616910873630843,0.4423716492059523,-0.919543737652658,0.014537001071428562,0.0027878318333333287,0.021487272498836224,25368.93,24832.84,362160000
$PFE,2018-11-30,1.9404654856105576,1.6756032799920568,1.3772874186997508,2.013886380833407,0.04616910873630843,0.4423716492059523,0.025468029109289612,0.0,-0.00018979113111178972,25479.04,25202.79,305110000
$PG,2018-11-26,0.8667042263329532,0.3178092224957192,-0.2727470979835293,-1.222650596060781,-0.4588138066314839,0.0,0.04256293530833333,-0.041210423611111116,-0.0020730264131096103,24408.8,24268.74,155940000
$PG,2018-11-27,0.8593504981016145,0.8667042263329532,0.3178092224957192,-0.2727470979835293,-1.222650596060781,-0.4588138066314839,0.03819594237671234,-0.04466538757142857,0.011332643521439123,24673.29,24364.13,306280000
$PG,2018-11-28,0.4102395488287442,0.8593504981016145,0.8667042263329532,0.3178092224957192,-0.2727470979835293,-1.222650596060781,0.026237232603448277,0.1666666665,0.007806728992361415,24750.73,24416.03,308250000
$PG,2018-11-29,-0.0430765833129713,0.4102395488287442,0.8593504981016145,0.8667042263329532,0.3178092224957192,-0.2727470979835293,0.006858619957627118,-0.01082251075,0.021487272498836224,25368.93,24832.84,362160000
$PG,2018-11-30,1.4273468842012988,-0.0430765833129713,0.4102395488287442,0.8593504981016145,0.8667042263329532,0.3178092224957192,0.0030054189259259294,0.0,-0.00018979113111178972,25479.04,25202.79,305110000
$TRV,2018-11-26,2.0833302211442857,-0.6591368104150573,-0.26542072684243617,-1.970219084521575,1.2332363972734188,3.0324858487188413,0.06104254078000001,0.0,-0.0020730264131096103,24408.8,24268.74,155940000
$TRV,2018-11-27,-0.1925150152664266,2.0833302211442857,-0.6591368104150573,-0.26542072684243617,-1.970219084521575,1.2332363972734188,0.03366702741666666,0.0,0.011332643521439123,24673.29,24364.13,306280000
$TRV,2018-11-28,0.911050522588768,-0.1925150152664266,2.0833302211442857,-0.6591368104150573,-0.26542072684243617,-1.970219084521575,0.03044207121875,0.0,0.007806728992361415,24750.73,24416.03,308250000
$TRV,2018-11-29,0.44598371199103787,0.911050522588768,-0.1925150152664266,2.0833302211442857,-0.6591368104150573,-0.26542072684243617,0.007365359999999999,0.0384615385,0.021487272498836224,25368.93,24832.84,362160000
$TRV,2018-11-30,-0.015341876336050988,0.44598371199103787,0.911050522588768,-0.1925150152664266,2.0833302211442857,-0.6591368104150573,0.020970400776595743,0.0,-0.00018979113111178972,25479.04,25202.79,305110000
$UTX,2018-11-26,-1.3945527566281213,3.2402556137151843,-0.45926187888987197,-0.966755737231978,-1.6538473275991583,0.8759727773740309,0.0,0.0,-0.0020730264131096103,24408.8,24268.74,155940000
$UTX,2018-11-27,-0.8005157907555698,-1.3945527566281213,3.2402556137151843,-0.45926187888987197,-0.966755737231978,-1.6538473275991583,0.014590964625000001,-0.021062271041666667,0.011332643521439123,24673.29,24364.13,306280000
$UTX,2018-11-28,-0.4219039700335953,-0.8005157907555698,-1.3945527566281213,3.2402556137151843,-0.45926187888987197,-0.966755737231978,0.016651628442622954,0.009584737931982501,0.007806728992361415,24750.73,24416.03,308250000
$UTX,2018-11-29,-1.2948969422835903,-0.4219039700335953,-0.8005157907555698,-1.3945527566281213,3.2402556137151843,-0.45926187888987197,0.015227175961538466,-0.027777777666666666,0.021487272498836224,25368.93,24832.84,362160000
$UTX,2018-11-30,0.8943310554448358,-1.2948969422835903,-0.4219039700335953,-0.8005157907555698,-1.3945527566281213,3.2402556137151843,0.02666309985616439,0.0,-0.00018979113111178972,25479.04,25202.79,305110000
$UNH,2018-11-26,0.5819698334738005,0.6230750450721154,-0.7768797644129867,-1.5510862107236396,-2.0001558028641875,2.3095193564762817,0.006199127467741939,-0.036207572666666674,-0.0020730264131096103,24408.8,24268.74,155940000
$UNH,2018-11-27,2.101135827982769,0.5819698334738005,0.6230750450721154,-0.7768797644129867,-1.5510862107236396,-2.0001558028641875,0.01631807581481482,0.25,0.011332643521439123,24673.29,24364.13,306280000
$UNH,2018-11-28,2.979988514240753,2.101135827982769,0.5819698334738005,0.6230750450721154,-0.7768797644129867,-1.5510862107236396,0.03309485354583334,0.049901457864864864,0.007806728992361415,24750.73,24416.03,308250000
