Company,Date,Tweet
$HD,11/29/18 12:55,"Rockland Trust Co Trimmed Its Home Depot $HD Position; Cognios Capital Lowered Ca $CA Stake By $339,150 https://t.co/82bzAVa9id"
$HD,11/29/18 12:41,Microsoft $MSFT Shares Rose While Academy Capital Management Cut Its Holding by $3.08 Million; Mathes Company Cut Hâ€¦ https://t.co/hDwn0nqxoe
$HD,11/29/18 12:21,Commented on $HD - Home Depot Is Starting To Look Attractive Again https://t.co/c2DW0hx1Ll
$HD,11/29/18 12:19,$HD - Home Depot Is Starting To Look Attractive Again https://t.co/hehntpJ8Xx
$HD,11/29/18 12:18,$HD - Home Depot Is Starting To Look Attractive Again https://t.co/LB3dXJojZO
$HD,11/29/18 11:05,top Dow 30 gainers Wednesday  $DIA - $BA $UNH $CAT $AAPL $V $HD $GS $MSFT $MMM $MCD $AXP $IBM $JNJ $WMT $NKE $CVXâ€¦ https://t.co/uOQtXGGLri
$HD,11/29/18 11:00,"Colonial Trust Advisors Boosted Its Home Depot $HD Holding by $386,295; Wealthfront Stake In Netflix     Com $NFLXâ€¦ https://t.co/eWS3WazBNV"
$HD,11/29/18 10:49,"Alpha Ai Case Study: Week in review. - 26 Long Signals, 0 Short Signals. See how they did! ðŸ™Œ $FB $JPM $GOOG $IWMâ€¦ https://t.co/p58TNlE8yk"
$HD,11/29/18 10:23,Webster Bank Upped Its Position in Home Depot $HD as Stock Value Rose; Chunghwa Telecom Co LTD $CHT Position Maintaâ€¦ https://t.co/9uEg1f49zb
$HD,11/29/18 10:05,price x volume leaders Wednesday - $AMZN $AAPL $MSFT $NFLX $FB $BABA $CRM $NVDA $AMD $GOOG  $GOOGL $BA $ADBE $BACâ€¦ https://t.co/Ascsu643DG
$HD,11/29/18 8:35,"Week's Most Significant #Insider Trades: Week of November 19, 2018 $AAL $AAPL $CHD $FL $HAS $HBI $HD $K $PSX $VTRâ€¦ https://t.co/SLtJgIvI66"
$HD,11/29/18 8:18,Financial Survey: Home Depot $HD versus Latitude 360 $LATX https://t.co/6upleTUtXo
$HD,11/29/18 7:59,RT @ARiquier: Rosy outlook for home improvement industry as Americans- and our houses- age. H/T @Harvard_JCHS and @buildzoom https://t.co/6â€¦
$HD,11/29/18 7:15,Sign up for Profectus Systems and beat the market $INTC $WDC $STX $SPY $QQQ $DIA $SPX $VIX $XIV $SVXY $UVXY $DGAZ $UGAZ $PEP $KO $HD
$HD,11/29/18 6:15,"$MR $DOM
$ONE $AIR
$EAT $MR $HD"
$HD,11/29/18 4:32,"The Home Depot, Inc. (NYSE:HD) MF Rank Touches 2587 on the Quant Scale https://t.co/5ZHcMWiog0 $HD #stocks #stockmarket"
$HD,11/29/18 3:51,very good for $HD #HD and $Low folks stay put and remodeling old caves ðŸ‘£ https://t.co/larXMFek1M
$HD,11/29/18 2:51,RT @Investingcom: If you're looking for dividend growth stocks to build wealth and protect your portfolio then these 2ï¸âƒ£ are definitely worâ€¦
$HD,11/29/18 2:36,"https://t.co/i04xAEPEWO Learn How This Student Turned $15,253 into $3,126,487  Using 3 These Simple Trading Patternâ€¦ https://t.co/h5tnOVvtkD"
$HD,11/29/18 2:30,"ACTIVE TRADERS Try one of these FREE trading guides:

https://t.co/c4Ozs042Py

$NFLX $TSLA $AAPL $HD $GS $FB $AMZN $GOOGL $NVDA"
$HD,11/29/18 2:09,RT @littlecarrotq: $HD has some interesting things in common with $GE and $GMðŸ‘‡ðŸ¼ https://t.co/JYS9KpT2tq
$HD,11/29/18 2:02,RT @VolatileOptions: Watchlist for 11-29-18: $CAT $BIDU $HD $TSLA #stocks #stockstowatch #Options https://t.co/MCBBB0DaYe
$HD,11/29/18 2:02,@Quarry_Rock Looks like you had a great day. Nice! Was out due to work but would have only caught $HD if I was playâ€¦ https://t.co/id4V09SmYL
$HD,11/29/18 1:06,Will the US $ weaken futher? $SPY $UUP $DIA $UCO $USO $GLD $XLK $XLE $XLF $XLP $XLY $XLV $XLB $XLI $XLU $JPM $BACâ€¦ https://t.co/69ZYpXr9VW
$HD,11/29/18 1:04,Watchlist for 11-29-18: $CAT $BIDU $HD $TSLA #stocks #stockstowatch #Options https://t.co/MCBBB0DaYe
$HD,11/29/18 0:48,Price Moves vs Expected Moves $HTZ $AMZN $NFLX $HD $WMT $DIS $BABA $DLTR $SBUX $TGT $BBBY $TIF https://t.co/T6y5z4l70A
$HD,11/29/18 0:41,Home Depot Prices US$3.5bn Bond While Weathering Sluggish Housing Market $HD Also $DHI $MTH $TOL $XHB https://t.co/Ixw4PRFvZ7
$HD,11/29/18 0:25,$HD has some interesting things in common with $GE and $GMðŸ‘‡ðŸ¼ https://t.co/JYS9KpT2tq
$HD,11/29/18 0:25,"Week's Most Significant Insider Trades: Week of November 19, 2018 $AAL $AAPL $CHD $FL $HAS $HBI $HD $K $PSX $VTRâ€¦ https://t.co/0czR6ysXcc"
$HD,11/28/18 23:05,"Wed. Nov. 28, 2018
Top 5 stocks..
Up:
$SAVE $NFLX $HD $ASNS $LOW
$AMZN $CRM $BURL $GOOGL $BA
$ADBE $NFLX $W

&amp;

Dowâ€¦ https://t.co/CtjEhBHAvh"
$HD,11/28/18 22:51,"The #HomeDepot Inc. ( $HD ) Stocks seek more gains, one of the Best U.S. #ConsumerStocks. https://t.co/PqeoEAh4BE"
$HD,11/28/18 22:40,"5 Best U.S. Consumer Stocks https://t.co/foY1SXgTRg $DIS, $SBUX, $VFC, $HD, $GNTX"
$HD,11/28/18 21:40,Cincinnati Insurance Company Has Upped Its Analog Devices Ord $ADI Position; Jefferies Group Cut By $28.97 Millionâ€¦ https://t.co/L02N1v4pnF
$HD,11/28/18 21:29,Largest $Notional Sell On Close Order Imbalances $AET $IT $HCA $C $HD $ZAYO $USFD $RPM $BAC $RTN https://t.co/V7Aciy2vFa
$HD,11/28/18 20:55,Made $20k today. Thanks to the option trades from https://t.co/dUZ5RTtMna $HD $BZUN $AAP $CRON $CSIQ $TPR $EAT $CAEâ€¦ https://t.co/Ojj0oWh58F
$HD,11/28/18 20:40,#estate asset watch - price x volume leaders today - $AMZN $AAPL $MSFT $NFLX $FB $BABA $CRM $NVDA $AMD $GOOGâ€¦ https://t.co/vRLTFyLTgM
$HD,11/28/18 20:22,#estate asset watch - top Dow 30 gainers today $DIA - $BA $UNH $CAT $AAPL $V $HD $GS $MSFT $MMM $MCD $AXP $IBM $JNJâ€¦ https://t.co/RyHcnvl83Y
$HD,11/28/18 19:23,and i saw $HD at 9:45. smh. was like perfecto. No execution.
$HD,11/28/18 19:23,"Did'nt take $AAPL or $HD calls yesterday, miss the $GBTC bounce. poopy.  Only play left for me im waiting on is oilâ€¦ https://t.co/e5opQkuNVQ"
$HD,11/28/18 19:22,"Trade Alert - Exit - HD

49.57% gain on call options

$HD"
$HD,11/28/18 19:21,Had an awesome long entry on $HD 3 contracts and once Powell started speaking it started to spike. Ended up going uâ€¦ https://t.co/5YgKm9roAz
$HD,11/28/18 19:19,$HD Took 1/4th off @ 176 for 2.4% gains. Holding final 2/3rd swing now
